year,effective,median,vli_1,vli_2,vli_3,vli_4,vli_5,vli_6,vli_7,vli_8,source,note
2026,2026-05-01,84700,29650,33900,38150,42350,45750,49150,52550,55950,https://www.huduser.gov/portal/datasets/il/il26/FY2026-National-Non-Met-Very-Low-Income-Limits.xlsx,FY2026 national non-metro very-low (50%) limit. Limits may not equal 50% of median because of HUD caps on annual increases and decreases. Used for the IRC 42(i)(8) rural floor.
